symbol,ts,oi
BTCUSDT,2024-01-01 04:50:00,100303.8512915761
BTCUSDT,2024-01-01 04:55:00,100263.78774394361
BTCUSDT,2024-01-01 05:00:00,100253.01527550873
BTCUSDT,2024-01-01 05:05:00,100288.81974313811
BTCUSDT,2024-01-01 05:10:00,100275.40998803868
BTCUSDT,2024-01-01 05:15:00,100383.53483793601
BTCUSDT,2024-01-01 05:20:00,100416.56058710768
BTCUSDT,2024-01-01 05:25:00,100404.51831143958
BTCUSDT,2024-01-01 05:30:00,100465.0660417408
BTCUSDT,2024-01-01 05:35:00,100470.06045414336
BTCUSDT,2024-01-01 05:40:00,100441.18000514379
BTCUSDT,2024-01-01 05:45:00,100489.27191342197
BTCUSDT,2024-01-01 05:50:00,100513.36877791135
BTCUSDT,2024-01-01 05:55:00,100567.49910868357
BTCUSDT,2024-01-01 06:00:00,100514.4940818848
BTCUSDT,2024-01-01 06:05:00,100462.88883626084
BTCUSDT,2024-01-01 06:10:00,100470.57770418213
BTCUSDT,2024-01-01 06:15:00,100491.33142231415
BTCUSDT,2024-01-01 06:20:00,100575.42191581424
BTCUSDT,2024-01-01 06:25:00,100491.54027384886
BTCUSDT,2024-01-01 06:30:00,100409.73048910439
BTCUSDT,2024-01-01 06:35:00,100423.10832417443
BTCUSDT,2024-01-01 06:40:00,100461.24496089376
BTCUSDT,2024-01-01 06:45:00,100409.17748474
BTCUSDT,2024-01-01 06:50:00,100372.88662640587
BTCUSDT,2024-01-01 06:55:00,100417.52043975535
BTCUSDT,2024-01-01 07:00:00,100466.42847271862
BTCUSDT,2024-01-01 07:05:00,100454.14081737118
BTCUSDT,2024-01-01 07:10:00,100564.35496656728
BTCUSDT,2024-01-01 07:15:00,100483.50578298957
BTCUSDT,2024-01-01 07:20:00,100480.4464748405
BTCUSDT,2024-01-01 07:25:00,100503.04129182908
BTCUSDT,2024-01-01 07:30:00,100462.3485459578
BTCUSDT,2024-01-01 07:35:00,100445.7540671906
BTCUSDT,2024-01-01 07:40:00,100525.57943667425
BTCUSDT,2024-01-01 07:45:00,100451.2897111683
BTCUSDT,2024-01-01 07:50:00,100454.85660918783
BTCUSDT,2024-01-01 07:55:00,100489.10988682308
BTCUSDT,2024-01-01 08:00:00,117306.28538218587
BTCUSDT,2024-01-01 08:05:00,100514.94447581029
BTCUSDT,2024-01-01 08:10:00,100496.07729100165
BTCUSDT,2024-01-01 08:15:00,100540.11323993038
BTCUSDT,2024-01-01 08:20:00,100543.58568058348
BTCUSDT,2024-01-01 08:25:00,100484.52862445709
BTCUSDT,2024-01-01 08:30:00,100550.54086405854
BTCUSDT,2024-01-01 08:35:00,100485.73821987153
BTCUSDT,2024-01-01 08:40:00,100437.99229097726
BTCUSDT,2024-01-01 08:45:00,100375.09128017409
BTCUSDT,2024-01-01 08:50:00,100354.63032229187
BTCUSDT,2024-01-01 08:55:00,100291.1496171304
BTCUSDT,2024-01-01 09:00:00,100341.23956475487
BTCUSDT,2024-01-01 09:05:00,100301.37056358866
BTCUSDT,2024-01-01 09:10:00,100340.1872612193
BTCUSDT,2024-01-01 09:15:00,100383.964207701
BTCUSDT,2024-01-01 09:20:00,100438.53559942028
BTCUSDT,2024-01-01 09:25:00,100456.84773863289
BTCUSDT,2024-01-01 09:30:00,100554.37833941466
BTCUSDT,2024-01-01 09:35:00,100576.71485643469
BTCUSDT,2024-01-01 09:40:00,100577.85742536838
BTCUSDT,2024-01-01 09:45:00,100599.53323823046
BTCUSDT,2024-01-01 09:50:00,100603.94588817436
BTCUSDT,2024-01-01 09:55:00,100635.10455408624
BTCUSDT,2024-01-01 10:00:00,100674.70887889466
BTCUSDT,2024-01-01 10:05:00,100748.31867652868
BTCUSDT,2024-01-01 10:10:00,100788.55542897033
BTCUSDT,2024-01-01 10:15:00,100719.56883908343
BTCUSDT,2024-01-01 10:20:00,100661.7843470874
BTCUSDT,2024-01-01 10:25:00,100660.17431009411
BTCUSDT,2024-01-01 10:30:00,100593.79669634641
BTCUSDT,2024-01-01 10:35:00,100650.14111551833
BTCUSDT,2024-01-01 10:40:00,100586.21514038851
BTCUSDT,2024-01-01 10:45:00,100611.64837205234
BTCUSDT,2024-01-01 10:50:00,100726.84977425597
BTCUSDT,2024-01-01 10:55:00,100839.51180943717
BTCUSDT,2024-01-01 11:00:00,100836.77765086571
BTCUSDT,2024-01-01 11:05:00,100885.96540132118
BTCUSDT,2024-01-01 11:10:00,100925.19553840715
BTCUSDT,2024-01-01 11:15:00,100933.19799828538
BTCUSDT,2024-01-01 11:20:00,100953.44408425977
BTCUSDT,2024-01-01 11:25:00,101023.46476210465
BTCUSDT,2024-01-01 11:30:00,101038.75324977197
BTCUSDT,2024-01-01 11:35:00,101076.82088920771
BTCUSDT,2024-01-01 11:40:00,101057.46289120695
BTCUSDT,2024-01-01 11:45:00,101090.5461344346
BTCUSDT,2024-01-01 11:50:00,101082.89194523905
BTCUSDT,2024-01-01 11:55:00,101037.05836656624
BTCUSDT,2024-01-01 12:00:00,100946.9557471492
BTCUSDT,2024-01-01 12:05:00,100962.76774729657
BTCUSDT,2024-01-01 12:10:00,100961.54147106809
BTCUSDT,2024-01-01 12:15:00,100963.01894493232
BTCUSDT,2024-01-01 12:20:00,101056.45043393804
BTCUSDT,2024-01-01 12:25:00,100986.24225651454
BTCUSDT,2024-01-01 12:30:00,100913.93333651926
BTCUSDT,2024-01-01 12:35:00,100879.7118039082
BTCUSDT,2024-01-01 12:40:00,100893.06804607043
BTCUSDT,2024-01-01 12:45:00,100926.2187380743
BTCUSDT,2024-01-01 12:50:00,100891.06427625171
BTCUSDT,2024-01-01 12:55:00,100842.97806143182
BTCUSDT,2024-01-01 13:00:00,100803.76949757374
BTCUSDT,2024-01-01 13:05:00,100856.11345763199
BTCUSDT,2024-01-01 13:10:00,100892.5602930748
BTCUSDT,2024-01-01 13:15:00,100902.8307665473
BTCUSDT,2024-01-01 13:20:00,100901.74851817505
BTCUSDT,2024-01-01 13:25:00,100910.04194142293
BTCUSDT,2024-01-01 13:30:00,101019.58254660263
BTCUSDT,2024-01-01 13:35:00,101000.84202280897
BTCUSDT,2024-01-01 13:40:00,100929.0755720789
BTCUSDT,2024-01-01 13:45:00,100841.61819324475
BTCUSDT,2024-01-01 13:50:00,100856.01598540302
BTCUSDT,2024-01-01 13:55:00,100826.41265739882
BTCUSDT,2024-01-01 14:00:00,100747.3971945531
BTCUSDT,2024-01-01 14:05:00,100775.21856316914
BTCUSDT,2024-01-01 14:10:00,100738.93918582503
BTCUSDT,2024-01-01 14:15:00,100824.37912387805
BTCUSDT,2024-01-01 14:20:00,100867.44306085743
BTCUSDT,2024-01-01 14:25:00,100957.6075327777
BTCUSDT,2024-01-01 14:30:00,100917.95492565175
BTCUSDT,2024-01-01 14:35:00,100998.43444231997
BTCUSDT,2024-01-01 14:40:00,100993.53402479667
BTCUSDT,2024-01-01 14:45:00,100931.06366271837
BTCUSDT,2024-01-01 14:50:00,100877.52238854983
BTCUSDT,2024-01-01 14:55:00,100749.73494772516
BTCUSDT,2024-01-01 15:00:00,100786.15875226409
BTCUSDT,2024-01-01 15:05:00,100805.92502140903
BTCUSDT,2024-01-01 15:10:00,100918.51024254868
BTCUSDT,2024-01-01 15:15:00,100971.65221972902
BTCUSDT,2024-01-01 15:20:00,101022.3064809602
BTCUSDT,2024-01-01 15:25:00,100967.09788091536
BTCUSDT,2024-01-01 15:30:00,101119.5729448066
BTCUSDT,2024-01-01 15:35:00,101137.63595488502
BTCUSDT,2024-01-01 15:40:00,101182.6018303146
BTCUSDT,2024-01-01 15:45:00,101173.88550082315
BTCUSDT,2024-01-01 15:50:00,101108.62641079853
BTCUSDT,2024-01-01 15:55:00,101153.67922725367
BTCUSDT,2024-01-01 16:00:00,110079.47576876667
BTCUSDT,2024-01-01 16:05:00,101022.39540261525
BTCUSDT,2024-01-01 16:10:00,101000.0299846373
BTCUSDT,2024-01-01 16:15:00,100994.96194256916
BTCUSDT,2024-01-01 16:20:00,100944.32552410034
BTCUSDT,2024-01-01 16:25:00,100899.74539461079
BTCUSDT,2024-01-01 16:30:00,100882.44392017582
BTCUSDT,2024-01-01 16:35:00,100891.80167344454
BTCUSDT,2024-01-01 16:40:00,100829.94923521925
BTCUSDT,2024-01-01 16:45:00,100897.30379039106
BTCUSDT,2024-01-01 16:50:00,100894.15502832225
BTCUSDT,2024-01-01 16:55:00,100905.46357462023
BTCUSDT,2024-01-01 17:00:00,100936.55052318265
BTCUSDT,2024-01-01 17:05:00,100967.40695373384
BTCUSDT,2024-01-01 17:10:00,101034.71776045777
BTCUSDT,2024-01-01 17:15:00,100988.85634480255
BTCUSDT,2024-01-01 17:20:00,100955.47430131183
BTCUSDT,2024-01-01 17:25:00,100963.87900567544
BTCUSDT,2024-01-01 17:30:00,100977.02735818528
BTCUSDT,2024-01-01 17:35:00,101039.38061564372
BTCUSDT,2024-01-01 17:40:00,101054.15203127122
BTCUSDT,2024-01-01 17:45:00,100952.08600776424
BTCUSDT,2024-01-01 17:50:00,100965.6728873629
BTCUSDT,2024-01-01 17:55:00,100990.5495585897
BTCUSDT,2024-01-01 18:00:00,100974.12567606424
BTCUSDT,2024-01-01 18:05:00,100987.26938222167
BTCUSDT,2024-01-01 18:10:00,101007.83773460385
BTCUSDT,2024-01-01 18:15:00,100949.84892239298
BTCUSDT,2024-01-01 18:20:00,101013.69039554145
BTCUSDT,2024-01-01 18:25:00,100955.52741619751
BTCUSDT,2024-01-01 18:30:00,100980.3604067625
BTCUSDT,2024-01-01 18:35:00,100986.11152823172
BTCUSDT,2024-01-01 18:40:00,100973.0890768346
BTCUSDT,2024-01-01 18:45:00,100885.45483444775
BTCUSDT,2024-01-01 18:50:00,100844.37176825933
BTCUSDT,2024-01-01 18:55:00,100845.46687675378
BTCUSDT,2024-01-01 19:00:00,100831.77022032822
BTCUSDT,2024-01-01 19:05:00,100766.94918847029
BTCUSDT,2024-01-01 19:10:00,100850.58196681233
BTCUSDT,2024-01-01 19:15:00,100815.63975631908
BTCUSDT,2024-01-01 19:20:00,100815.02419469133
BTCUSDT,2024-01-01 19:25:00,100824.30804049452
BTCUSDT,2024-01-01 19:30:00,100744.42427642326
BTCUSDT,2024-01-01 19:35:00,100659.31868516021
BTCUSDT,2024-01-01 19:40:00,100595.0228740773
BTCUSDT,2024-01-01 19:45:00,100583.53311970206
BTCUSDT,2024-01-01 19:50:00,100485.77040559851
BTCUSDT,2024-01-01 19:55:00,100511.88893463701
BTCUSDT,2024-01-01 20:00:00,100485.74614513475
BTCUSDT,2024-01-01 20:05:00,100481.32307963162
BTCUSDT,2024-01-01 20:10:00,100501.00399970563
BTCUSDT,2024-01-01 20:15:00,100519.00683082562
BTCUSDT,2024-01-01 20:20:00,100464.33523617232
BTCUSDT,2024-01-01 20:25:00,100422.78366012279
BTCUSDT,2024-01-01 20:30:00,100463.200892813
BTCUSDT,2024-01-01 20:35:00,100394.654435033
BTCUSDT,2024-01-01 20:40:00,100366.87464273561
BTCUSDT,2024-01-01 20:45:00,100314.74563065867
BTCUSDT,2024-01-01 20:50:00,100339.69929134952
BTCUSDT,2024-01-01 20:55:00,100325.24634399111
BTCUSDT,2024-01-01 21:00:00,100461.59784040977
BTCUSDT,2024-01-01 21:05:00,100389.67200448069
BTCUSDT,2024-01-01 21:10:00,100331.34245975652
BTCUSDT,2024-01-01 21:15:00,100296.63188869314
BTCUSDT,2024-01-01 21:20:00,100288.80880233817
BTCUSDT,2024-01-01 21:25:00,100349.56413316763
BTCUSDT,2024-01-01 21:30:00,100376.51976729443
BTCUSDT,2024-01-01 21:35:00,100274.44722987317
BTCUSDT,2024-01-01 21:40:00,100236.28101054936
BTCUSDT,2024-01-01 21:45:00,100251.9391902243
BTCUSDT,2024-01-01 21:50:00,100321.14925710106
BTCUSDT,2024-01-01 21:55:00,100354.53228704006
BTCUSDT,2024-01-01 22:00:00,100409.50101189424
BTCUSDT,2024-01-01 22:05:00,100441.61623903144
BTCUSDT,2024-01-01 22:10:00,100489.46264254733
BTCUSDT,2024-01-01 22:15:00,100480.35878044069
BTCUSDT,2024-01-01 22:20:00,100534.47282625566
BTCUSDT,2024-01-01 22:25:00,100595.3716118333
BTCUSDT,2024-01-01 22:30:00,100577.91207944478
BTCUSDT,2024-01-01 22:35:00,100564.20741437894
BTCUSDT,2024-01-01 22:40:00,100574.53123177381
BTCUSDT,2024-01-01 22:45:00,100551.00671502226
BTCUSDT,2024-01-01 22:50:00,100516.48776102113
BTCUSDT,2024-01-01 22:55:00,100418.35058390882
BTCUSDT,2024-01-01 23:00:00,100422.82677482622
BTCUSDT,2024-01-01 23:05:00,100542.30931438379
BTCUSDT,2024-01-01 23:10:00,100420.17429576401
BTCUSDT,2024-01-01 23:15:00,100486.72102587574
BTCUSDT,2024-01-01 23:20:00,100545.71082269639
BTCUSDT,2024-01-01 23:25:00,100489.0812979214
BTCUSDT,2024-01-01 23:30:00,100507.302171823
BTCUSDT,2024-01-01 23:35:00,100442.61215506813
BTCUSDT,2024-01-01 23:40:00,100355.02678783674
BTCUSDT,2024-01-01 23:45:00,100413.06964860375
BTCUSDT,2024-01-01 23:50:00,100451.14574192955
BTCUSDT,2024-01-01 23:55:00,100372.81022845338
BTCUSDT,2024-01-02 00:00:00,111922.6975995736
BTCUSDT,2024-01-02 00:05:00,100302.78422930227
BTCUSDT,2024-01-02 00:10:00,100353.11177033442
BTCUSDT,2024-01-02 00:15:00,100370.59340411908
BTCUSDT,2024-01-02 00:20:00,100257.32550044042
BTCUSDT,2024-01-02 00:25:00,100310.48379147532
BTCUSDT,2024-01-02 00:30:00,100283.52975357577
BTCUSDT,2024-01-02 00:35:00,100306.11035389912
BTCUSDT,2024-01-02 00:40:00,100220.55228918194
BTCUSDT,2024-01-02 00:45:00,100209.64858555314
BTCUSDT,2024-01-02 00:50:00,100214.00892204199
BTCUSDT,2024-01-02 00:55:00,100190.693701271
BTCUSDT,2024-01-02 01:00:00,100178.94229834259
BTCUSDT,2024-01-02 01:05:00,100183.17268290985
BTCUSDT,2024-01-02 01:10:00,100192.00798589949
BTCUSDT,2024-01-02 01:15:00,100209.63188616782
BTCUSDT,2024-01-02 01:20:00,100178.96838989745
BTCUSDT,2024-01-02 01:25:00,100169.87091650187
BTCUSDT,2024-01-02 01:30:00,100242.89143440727
BTCUSDT,2024-01-02 01:35:00,100255.61717965548
BTCUSDT,2024-01-02 01:40:00,100257.77542999682
BTCUSDT,2024-01-02 01:45:00,100323.04995253381
BTCUSDT,2024-01-02 01:50:00,100455.72050020046
BTCUSDT,2024-01-02 01:55:00,100521.7100583863
BTCUSDT,2024-01-02 02:00:00,100528.97277131146
BTCUSDT,2024-01-02 02:05:00,100395.14702796943
BTCUSDT,2024-01-02 02:10:00,100386.64032136429
BTCUSDT,2024-01-02 02:15:00,100375.01268216255
BTCUSDT,2024-01-02 02:20:00,100385.93019033068
BTCUSDT,2024-01-02 02:25:00,100355.1242571583
BTCUSDT,2024-01-02 02:30:00,100368.6948805885
BTCUSDT,2024-01-02 02:35:00,100357.82144905004
BTCUSDT,2024-01-02 02:40:00,100379.75476173956
BTCUSDT,2024-01-02 02:45:00,100402.22164747107
BTCUSDT,2024-01-02 02:50:00,100393.50076338892
BTCUSDT,2024-01-02 02:55:00,100329.77314331326
BTCUSDT,2024-01-02 03:00:00,100429.52791118629
BTCUSDT,2024-01-02 03:05:00,100362.04931720608
BTCUSDT,2024-01-02 03:10:00,100395.9108139726
BTCUSDT,2024-01-02 03:15:00,100434.72491639879
BTCUSDT,2024-01-02 03:20:00,100378.54635828115
BTCUSDT,2024-01-02 03:25:00,100382.39594997138
BTCUSDT,2024-01-02 03:30:00,100358.83878229499
BTCUSDT,2024-01-02 03:35:00,100364.270317946
BTCUSDT,2024-01-02 03:40:00,100486.94777431183
BTCUSDT,2024-01-02 03:45:00,100435.32153190274
BTCUSDT,2024-01-02 03:50:00,100385.66434587033
BTCUSDT,2024-01-02 03:55:00,100358.97498418257
BTCUSDT,2024-01-02 04:00:00,100322.88418143032
BTCUSDT,2024-01-02 04:05:00,100353.99403923594
BTCUSDT,2024-01-02 04:10:00,100326.00405298077
BTCUSDT,2024-01-02 04:15:00,100263.55686703124
BTCUSDT,2024-01-02 04:20:00,100268.68644201773
BTCUSDT,2024-01-02 04:25:00,100207.52484502838
BTCUSDT,2024-01-02 04:30:00,100150.1228984666
BTCUSDT,2024-01-02 04:35:00,100133.14524278622
BTCUSDT,2024-01-02 04:40:00,100147.30067554358
BTCUSDT,2024-01-02 04:45:00,100184.40624746746
BTCUSDT,2024-01-02 04:50:00,100212.9639329031
BTCUSDT,2024-01-02 04:55:00,100200.78655122835
BTCUSDT,2024-01-02 05:00:00,100151.53267136513
BTCUSDT,2024-01-02 05:05:00,100087.5955107003
BTCUSDT,2024-01-02 05:10:00,100132.37486041701
BTCUSDT,2024-01-02 05:15:00,100100.03829435544
BTCUSDT,2024-01-02 05:20:00,100228.09381262436
BTCUSDT,2024-01-02 05:25:00,100165.06627912469
BTCUSDT,2024-01-02 05:30:00,100197.81046346185
BTCUSDT,2024-01-02 05:35:00,100262.76942882671
BTCUSDT,2024-01-02 05:40:00,100252.01208144844
BTCUSDT,2024-01-02 05:45:00,100297.96992892711
BTCUSDT,2024-01-02 05:50:00,100309.43280286436
BTCUSDT,2024-01-02 05:55:00,100322.4250365625
BTCUSDT,2024-01-02 06:00:00,100303.26077230084
BTCUSDT,2024-01-02 06:05:00,100213.50740131094
BTCUSDT,2024-01-02 06:10:00,100277.57958158785
BTCUSDT,2024-01-02 06:15:00,100320.3868514626
BTCUSDT,2024-01-02 06:20:00,100374.34468753429
BTCUSDT,2024-01-02 06:25:00,100411.60575253943
BTCUSDT,2024-01-02 06:30:00,100433.99493502769
BTCUSDT,2024-01-02 06:35:00,100499.72902450454
BTCUSDT,2024-01-02 06:40:00,100471.30637725594
BTCUSDT,2024-01-02 06:45:00,100529.57846779007
BTCUSDT,2024-01-02 06:50:00,100489.79537742402
BTCUSDT,2024-01-02 06:55:00,100436.75638517411
BTCUSDT,2024-01-02 07:00:00,100405.90162435402
BTCUSDT,2024-01-02 07:05:00,100381.80964075576
BTCUSDT,2024-01-02 07:10:00,100309.79045884196
BTCUSDT,2024-01-02 07:15:00,100238.26069884263
BTCUSDT,2024-01-02 07:20:00,100171.07071758315
BTCUSDT,2024-01-02 07:25:00,100135.60272098282
BTCUSDT,2024-01-02 07:30:00,100076.28479772877
BTCUSDT,2024-01-02 07:35:00,100129.601341047
BTCUSDT,2024-01-02 07:40:00,100104.61019424247
BTCUSDT,2024-01-02 07:45:00,100098.84372470365
BTCUSDT,2024-01-02 07:50:00,100091.23206578263
BTCUSDT,2024-01-02 07:55:00,100084.16275130364
BTCUSDT,2024-01-02 08:00:00,120072.98659228446
BTCUSDT,2024-01-02 08:05:00,100049.11322496309
BTCUSDT,2024-01-02 08:10:00,99964.67333991565
BTCUSDT,2024-01-02 08:15:00,99991.22064361862
BTCUSDT,2024-01-02 08:20:00,100070.84955450833
BTCUSDT,2024-01-02 08:25:00,100089.64966234512
BTCUSDT,2024-01-02 08:30:00,100009.8296116272
BTCUSDT,2024-01-02 08:35:00,100069.92735983405
BTCUSDT,2024-01-02 08:40:00,100152.41500903152
BTCUSDT,2024-01-02 08:45:00,100162.14204956224
BTCUSDT,2024-01-02 08:50:00,100148.866018369
BTCUSDT,2024-01-02 08:55:00,100150.34064412145
BTCUSDT,2024-01-02 09:00:00,100067.03836652962
BTCUSDT,2024-01-02 09:05:00,100039.48038695328
BTCUSDT,2024-01-02 09:10:00,99979.010928861
BTCUSDT,2024-01-02 09:15:00,99902.76240131218
BTCUSDT,2024-01-02 09:20:00,99928.99087149242
BTCUSDT,2024-01-02 09:25:00,99905.34515863028
BTCUSDT,2024-01-02 09:30:00,99997.83408211211
BTCUSDT,2024-01-02 09:35:00,99991.86700015298
BTCUSDT,2024-01-02 09:40:00,99916.3570213882
BTCUSDT,2024-01-02 09:45:00,99971.47913207127
BTCUSDT,2024-01-02 09:50:00,100051.66121596895
BTCUSDT,2024-01-02 09:55:00,100068.29647800185
BTCUSDT,2024-01-02 10:00:00,99993.51900968036
BTCUSDT,2024-01-02 10:05:00,100009.84505262614
BTCUSDT,2024-01-02 10:10:00,100040.69376192147
BTCUSDT,2024-01-02 10:15:00,100006.3904640353
BTCUSDT,2024-01-02 10:20:00,99994.88391958232
BTCUSDT,2024-01-02 10:25:00,99994.13607989863
BTCUSDT,2024-01-02 10:30:00,100068.71896839057
BTCUSDT,2024-01-02 10:35:00,100109.9148100289
BTCUSDT,2024-01-02 10:40:00,100116.7185507048
BTCUSDT,2024-01-02 10:45:00,100107.73902956038
BTCUSDT,2024-01-02 10:50:00,100026.90067552174
BTCUSDT,2024-01-02 10:55:00,99956.44312717613
BTCUSDT,2024-01-02 11:00:00,99942.57798583375
BTCUSDT,2024-01-02 11:05:00,99988.3815181914
BTCUSDT,2024-01-02 11:10:00,99902.79802876427
BTCUSDT,2024-01-02 11:15:00,99980.95495316217
BTCUSDT,2024-01-02 11:20:00,100007.52227351746
BTCUSDT,2024-01-02 11:25:00,100018.29416754057
BTCUSDT,2024-01-02 11:30:00,100017.14287017986
BTCUSDT,2024-01-02 11:35:00,100029.1786644936
BTCUSDT,2024-01-02 11:40:00,99930.7308618224
BTCUSDT,2024-01-02 11:45:00,99955.2787305424
BTCUSDT,2024-01-02 11:50:00,99954.41242559573
BTCUSDT,2024-01-02 11:55:00,99957.41289961875
BTCUSDT,2024-01-02 12:00:00,99969.86389761495
BTCUSDT,2024-01-02 12:05:00,99924.81798070973
BTCUSDT,2024-01-02 12:10:00,99946.35866339249
BTCUSDT,2024-01-02 12:15:00,99927.0650281297
BTCUSDT,2024-01-02 12:20:00,99864.55202436894
BTCUSDT,2024-01-02 12:25:00,99947.15588839226
BTCUSDT,2024-01-02 12:30:00,99903.11754014934
BTCUSDT,2024-01-02 12:35:00,99836.19567300004
BTCUSDT,2024-01-02 12:40:00,99833.70141777291
BTCUSDT,2024-01-02 12:45:00,99733.00568355771
BTCUSDT,2024-01-02 12:50:00,99751.16801365085
BTCUSDT,2024-01-02 12:55:00,99696.98434868993
BTCUSDT,2024-01-02 13:00:00,99628.6377022517
BTCUSDT,2024-01-02 13:05:00,99565.89011188636
BTCUSDT,2024-01-02 13:10:00,99572.03182514162
BTCUSDT,2024-01-02 13:15:00,99497.0337584007
BTCUSDT,2024-01-02 13:20:00,99466.97619155749
BTCUSDT,2024-01-02 13:25:00,99545.51285562119
BTCUSDT,2024-01-02 13:30:00,99513.97058596853
BTCUSDT,2024-01-02 13:35:00,99569.30676745533
BTCUSDT,2024-01-02 13:40:00,99536.80788344023
BTCUSDT,2024-01-02 13:45:00,99574.76927545642
BTCUSDT,2024-01-02 13:50:00,99591.15576180705
BTCUSDT,2024-01-02 13:55:00,99581.68989501736
BTCUSDT,2024-01-02 14:00:00,99576.48857799027
BTCUSDT,2024-01-02 14:05:00,99491.4693217214
BTCUSDT,2024-01-02 14:10:00,99453.70176507441
BTCUSDT,2024-01-02 14:15:00,99469.32961409885
BTCUSDT,2024-01-02 14:20:00,99405.67716795002
BTCUSDT,2024-01-02 14:25:00,99439.09871772722
BTCUSDT,2024-01-02 14:30:00,99413.36312523208
BTCUSDT,2024-01-02 14:35:00,99426.93331033815
BTCUSDT,2024-01-02 14:40:00,99418.44332507464
BTCUSDT,2024-01-02 14:45:00,99494.76294426601
BTCUSDT,2024-01-02 14:50:00,99424.25685293932
BTCUSDT,2024-01-02 14:55:00,99330.5324890696
BTCUSDT,2024-01-02 15:00:00,99272.33658988318
BTCUSDT,2024-01-02 15:05:00,99288.56758340476
BTCUSDT,2024-01-02 15:10:00,99355.46865186073
BTCUSDT,2024-01-02 15:15:00,99402.37003617825
BTCUSDT,2024-01-02 15:20:00,99336.31716164836
BTCUSDT,2024-01-02 15:25:00,99376.88317998734
BTCUSDT,2024-01-02 15:30:00,99385.58541207864
BTCUSDT,2024-01-02 15:35:00,99369.83013969044
BTCUSDT,2024-01-02 15:40:00,99381.96275819025
BTCUSDT,2024-01-02 15:45:00,99384.61726202209
BTCUSDT,2024-01-02 15:50:00,99439.13258900632
BTCUSDT,2024-01-02 15:55:00,99428.81967195473
BTCUSDT,2024-01-02 16:00:00,110362.94543535759
BTCUSDT,2024-01-02 16:05:00,99400.17811631382
